Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),FRAC_VEG,AREA (km^2),BARE_AREA (km^2),FOREST_AREA (km^2),SHRUB_AREA (km^2),GRASS_AREA (km^2),CROP_AREA (km^2),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.05045240597108857,11.082242905372539,10.9957713050539,3.5801030298239156,0.7264616535103361,0.1559398284203439,-0.8832608446528256,0.882401669273824,-0.08647156087797618,3.4936311139799825,0.5846329149675639,0.08703994025673084,0.7942069853177538,1.05224649039294,96134.59683515054,39.97126841924268,435.0197174439514,0.00621410657383892,286.85479884320074,2951.7400504347906,1984.7481781384743,29.03723443501446,793.1665036758991,483.8603407732494,595.7002723146527,0.9036009899841295,10675.866980166644,35935578.6420548,43219157.405012324,11671556.739948103,28609316.240126796,15861786.117845373,42.044940512744475,55.70918939082807,0.12877160199565746,7.613043572612601,20.218966925884697,11.734925414034354,10.339261614325947,-2.483595391886789,11159.072858745374,11154.95752628683,3094.3696153461415,7743.036290637273,296.3580313706051,105.4959450781808
2015,2,0.04520512977351415,9.782567711115354,9.60127941555805,3.0641595911929085,0.7480102147996514,0.139870755547182,-0.8886933789521811,0.887880961483066,-0.18128771054864912,2.8828712956356077,0.5268224500915643,0.07811583295614655,0.7265853543182064,0.9384056414028973,95659.04528083841,39.992927967899895,435.37091186733716,0.006219635607887096,285.4300366388282,2937.0123279882578,1975.3850934122474,29.109092185953465,788.3113666600342,481.22417909756166,592.5898898257703,0.899320535241044,10625.294253976286,35763933.006220475,43019146.992609605,11615777.455614762,28464438.985028256,15793180.442702705,38.637115995726866,49.360876754448235,0.08265238207983795,6.923574353969723,19.735535364812268,10.219468097941588,10.720840031659458,-1.5544512383901898,11126.587291169697,11113.193596514899,3084.9367035613895,7708.953245682582,294.9990059728305,95.00421948622464
2015,3,0.049430970251380456,11.280337917612867,10.742318233550826,3.655867598601048,0.7894568484744144,0.15312275078743823,-0.9435035909859196,0.9425795117322442,-0.5380185559026417,3.117849159404551,0.22169065487958323,0.085577046640119,0.8662051433471267,1.0268613438530532,94648.3056900584,39.57004354171236,432.03681070754203,0.0070024382957085745,284.9048490603121,2909.9524945266867,1957.7384961002547,28.792030728033062,780.4085021814608,476.66081320640996,587.0287794461942,0.8912611399853253,10530.074093037605,35442031.001110666,42638301.43487228,11511195.452581482,28200086.703753572,15658119.188540032,43.12120581245085,51.801613425459095,0.10346176730630934,7.599408989314024,20.91998544653543,10.711986218735312,11.206543009351112,-1.5425731492586234,11046.72337840775,11024.132385335794,3056.2632800308415,7634.539999815678,292.9589737647005,102.62568999453028
2015,4,0.04846100672471877,11.881242207199291,11.77549258126296,4.098328074512962,0.2787462541747518,0.15019154924736727,-0.4298341977871419,0.42893781298049843,-0.10574695914852124,3.992580895521717,0.1466678431762018,0.08407016080324774,1.1586041833988079,1.0037927731471776,96015.85330427943,40.24194073057481,440.1675280397881,0.007560361428790272,291.5745127034857,2954.496766989003,1988.3329997220435,28.5944207293444,792.3046228928966,483.9631599299697,596.1025611108035,0.9051429895346604,10694.085399875585,35992595.26675313,43307324.50302123,11689977.541755045,28629589.57317521,15908797.047008162,43.22433180948091,49.96618491229008,0.15646179344050223,7.823476634438835,13.608626290212708,10.110586775458883,4.884122255761444,-1.7856323244646655,11237.522610700464,11206.438764198285,3104.0617998717007,7726.012334000189,298.25981199976195,101.17045514965034
2015,5,0.049826040549226444,13.615491864154773,14.799616927536091,4.769429765826048,-1.0628286597827203,0.1541551543546983,0.9078561241546748,-0.9086736036261134,1.1841265559923073,5.953555771909043,0.10992566362072181,0.0864475114029597,1.7316331570336883,1.0108823407733045,95571.67089844416,40.01987862569864,437.63957381749657,0.008120203498697949,293.1167712197031,2937.220014454609,1976.893388778238,27.174615262807645,788.819273098967,481.43377207111837,593.0385229084474,0.8999026722959111,10632.172088142997,35782751.06000155,43061478.35713336,11621791.823722983,28454169.254265256,15823450.55355303,44.62273072209155,54.451053390046646,0.14824101318061608,6.578157874218909,-4.204352802363113,10.067947459354151,-11.352547189882713,-2.7207769457028532,11178.515845914575,11151.724509164877,3086.8130703656534,7649.403477248691,297.6356113971532,105.80018299953771
2015,6,0.04854183058374689,14.607638306655268,18.5591871542333,4.853827754259411,-3.8429336777110716,0.14948790597735262,3.692774765464571,-3.6934457051118175,3.9515482384635097,8.80537599272292,0.10252462423258751,0.08396001276124693,1.7561530049944758,0.9776792900190132,95570.87202243517,39.623763280568014,434.47547150214615,0.00888301528468984,295.88318879232577,2943.3875146103987,1979.8904617048427,25.953099756182187,793.1588434361463,483.10152271892173,594.75022476226,0.9012637722021543,10648.253214333468,35835415.07663144,43131497.30971225,11638861.24902477,28487519.83551892,15854150.003404388,44.52075408497531,52.12720708301385,0.09121475022215982,5.404846880804415,-39.670873149099634,9.677165509580627,-44.429417682111556,-2.782915712168151,11174.902502841216,11178.580908858936,3072.0754708029776,7660.787402858924,298.6840748737667,102.14402279901572
2015,7,0.04922216991459363,14.892690082584338,19.44712406025855,4.534683231429808,-4.204120340411883,0.15008859895934978,4.053423838573606,-4.054031436586496,4.554433063076098,9.089116294505905,0.32241271669411514,0.08407283096599737,1.1299383329594013,1.0029447844601596,92562.58171492857,37.867961995100636,415.72854541585195,0.009231947889736091,288.09506076603697,2855.344064555615,1917.7181933301426,24.3225835743171,773.5401898711538,469.5257141551473,576.5265267324476,0.8730750196653154,10315.208678353696,34713176.05252715,41787212.73622808,11274341.955269132,27587136.731601804,15364834.957858218,44.755860443232585,52.45137489449385,0.1343664566146345,5.15095942075066,-43.88731316747896,9.693416442753255,-48.075563203488485,-2.4459061410518745,10778.23506237727,10838.600564731858,2951.380092722484,7409.47478888265,289.79571853392304,102.49256121509173
2015,8,0.050106910300103176,14.00723521602225,15.999683948012079,4.219110084264985,-1.578518968254047,0.15131369268919917,1.4265995257282313,-1.4272052659876238,1.9924505708168236,6.21156126802414,0.35965521430262065,0.0844420386480849,0.9248625550161451,1.047835949158713,93074.18746425783,38.00222484261817,416.87868337134347,0.00895874631429994,289.1769402385359,2873.102770562568,1927.4893378460245,24.75966743928784,780.3777343583148,472.8225180523713,579.4960913411386,0.8776717843614117,10369.518544078292,34894492.57984881,42012064.75028181,11333199.452662373,27722800.11036342,15452429.355543004,44.27368359372602,50.644584157431744,0.10931279127962158,5.241086688761431,-10.904499082560841,9.775902694519113,-16.485718728557014,-2.5184019435822522,10807.601636113124,10905.560593306087,2956.6616397497774,7436.386127817134,291.08370987560824,100.26866723119882
2015,9,0.05002311819723329,13.036958079774642,13.100587507066606,4.050056255367771,0.17796412258792624,0.14990325684477246,-0.32848613058686066,0.3278673983703889,0.06362859876801691,4.113684773650604,0.21212167471016927,0.08338003685354756,0.8435518397595968,1.0000654867696979,95164.92670699279,39.022891619476,427.22051427718674,0.008392094323635994,293.97712150448973,2935.8508812009586,1968.9521468281002,25.081375848875314,798.2817681002949,483.4513620056228,591.8024960150493,0.8966644409921786,10593.913025754999,35648149.05102518,42926057.6792629,11577941.91006221,28313079.59857707,15793548.068421278,41.66945151641562,50.540025420284586,0.08918354860944447,6.098223903338768,10.64144837175942,9.621951366711928,4.326827627947549,-2.871414630980357,11042.370036068227,11151.475513430689,3025.0460882639973,7569.05600106606,296.85003839241375,98.39688438864842
2015,10,0.050865295547836274,12.642415686033917,11.805319475848638,4.308268021390539,0.9721340369289195,0.15165408809304023,-1.1244460794498996,1.123788192020505,-0.8370962101852799,3.4711718112052594,0.12617673314700403,0.08422726900726608,1.1795521914871494,0.9840556432146578,93143.14169845816,38.57891377131977,421.4943532000165,0.007280302538661056,284.55318680559174,2871.0798650167735,1925.9843257339523,25.25798125331402,779.4590823788279,472.5415535103366,578.854806080536,0.8771216430636706,10363.018733453822,34869775.51722351,41995246.099815406,11325104.82983672,27686571.359972294,15455913.027748149,39.487104296624466,52.19673506518619,0.10394973260928864,7.189010181187419,20.778892806680005,10.001733303863663,13.43540723788514,-3.1317596906064256,10819.795475488201,10918.232086067232,2969.621983422746,7361.087593475984,289.3711286902696,98.97679927560735
2015,11,0.048950082133798846,11.61632007184002,11.47803153035489,3.9943018596265967,0.2992671483541278,0.1458646718034521,-0.4458160210096178,0.4451318754614343,-0.138286707240624,3.8560150878648094,0.15278909228419893,0.0810310323402901,0.9238808255978722,0.9465455249471911,92787.91678109815,38.74375211585051,422.5188692673128,0.0067671931942657965,280.066324784226,2856.4467505498633,1916.8523164825713,27.201569763860896,772.7496018801002,469.09380499137563,576.1541688140978,0.8728449102832022,10312.489981515646,34698337.62431856,41795217.1150409,11269394.607710749,27542192.35341433,15387106.14428168,40.694243452616405,49.35451052238833,0.07466754898482596,7.299362873715583,12.280365091466502,10.130458403898917,4.825411790185359,-3.2544491988516406,10783.84635683448,10875.13848578545,2965.092611253829,7320.279920962999,286.88764863668985,97.42278439770513
2015,12,0.5334113882180774,11.553340785376564,12.053257759649881,3.7629603692940865,-0.1924519055832206,0.620897063655219,-0.42924010583608446,0.42844525660051336,0.4999161072223862,4.262876397693661,0.29158032122022687,0.08649650826444305,0.8044636480571556,1.0095360908223177,96094.76445267882,40.240653860307965,437.95810910764834,0.006429615275402611,287.11727635804505,2954.9638324480484,1983.0958859077125,28.37103367931452,799.0405640405244,484.918980045043,595.8494301192862,0.9029307249685377,10667.947931574141,35892889.86876898,43240701.51220806,11657330.50387557,28481912.046594355,15924203.599486765,40.924021006687205,54.82494572944221,0.09962417831822307,7.408693365744733,13.148843919908684,11.574041995283237,4.571539203334042,-3.616912612733662,11164.763851787779,11261.149611769579,3074.8237470779263,7653.73469811321,295.97377372303947,103.25728428019237
2016,1,0.6186187352019523,10.580425162582674,11.158295318881091,3.2648167134957573,-0.08819602054923847,0.7020454251034,-0.6147335775046009,0.613849327468464,0.5778706188125997,3.8426877948225417,0.4635108645858031,0.08694137373656612,0.7734300956826294,0.9986809019196687,93964.67318684167,39.68097901806842,431.76420029733464,0.006055982067273084,279.3099653778709,2888.9516959023954,1939.4235774559897,27.574749372689432,780.1702134583663,473.4517695275609,581.6367303216011,0.8830317395064955,10432.845354011934,35100355.54940843,42292439.86667868,11399935.611346595,27844751.359901074,15580054.174569773,40.872321532316086,52.01890818334267,0.10757779264539521,7.117537737036956,16.66366150722181,11.713644925218219,7.143905682541829,-2.6350747263606924,10939.86956785672,11024.662909336097,3014.981293991632,7544.093348352834,288.9446889135647,100.11634524534111
2016,2,0.04371306355480448,9.82869027298525,9.963577054439192,3.0367562191727058,0.305931393739676,0.13930640025105215,-0.4460768195348768,0.44523782026748315,0.1348879288722382,3.171643561197417,0.4114106675275062,0.07891098701081177,0.7221108718606913,0.9233873812041842,94412.36007677467,39.770813766805055,433.68817408580094,0.00644828417727627,282.387718216182,2907.351377018271,1951.8412256647473,28.033999184176277,784.6858646514395,476.2585011122965,585.1088638419966,0.8886825103221858,10499.608093575529,35323472.56938337,42567330.86081887,11472442.706716115,28014183.72655128,15686207.312040817,39.224882660109174,48.83803913467614,0.10405275192868302,6.9378005954932425,14.162795004231308,10.317908447197047,5.693072400628408,-1.6595232436879792,11021.618894174231,11106.393256800318,3030.442852262801,7602.1442017612235,291.3143329901991,95.10477514220725
2016,3,0.047605670290368,11.17062191741706,10.928639443092674,3.6154354192796703,0.4355135455156582,0.1517704898826318,-0.5882274820513742,0.5872839302320151,-0.24198279938378225,3.373452639017029,0.16681554850336242,0.08602677780102243,0.8898339568696031,1.0107421317956824,92942.70204808522,39.124370747845305,427.50845178743816,0.006703200716678227,279.8399568652633,2865.916935418757,1924.341155464436,27.790021042850814,772.9393516648106,469.28084940583585,576.6309979681395,0.8761456334841199,10351.48737330908,34823674.1259488,41971008.07339767,11310160.897531146,27610345.676758613,15471280.816091921,41.868710399576884,52.17300612255877,0.14559172716533295,8.298980456666753,16.589350109601707,10.761960827573702,7.243517519263997,-1.4620463564759614,10882.076926798494,10960.292519721816,2985.790023891192,7486.793207828084,287.8462497333532,102.48628870596775
2016,4,0.04655175120066329,11.554305333487457,11.62125935999502,3.8591934223965536,0.15473422922234314,0.14823067275551802,-0.3038687876181505,0.3029648645824021,0.06695552232592943,3.9261486455588117,0.189016020801114,0.08410208820179076,1.1504574608337683,0.9975699409137219,93913.49159443767,39.573470298373834,432.729141374134,0.007225546904834176,285.17752984880605,2895.372953669278,1944.5040302084435,27.36075730569185,781.1649311248246,474.16405592441976,582.5778995915726,0.885302745295655,10459.676838245567,35186093.61894171,42414041.23389651,11427914.18420085,27889900.33403784,15639627.958929935,40.41224375491383,48.92552393252225,0.18291448892610934,7.2986779080555495,12.169216237533817,10.110373523465798,3.653243831715436,-1.6626515790483098,11011.272222034477,11085.443767143895,3018.7052905964756,7543.930631612905,291.70985010267646,96.81936008441775
2016,5,0.049122931277479666,13.57926406852059,15.081722469784946,4.668219353086428,-1.2683215896454823,0.15649441154199759,1.1109766835385284,-1.111827108882817,1.5024588759203603,6.170677437913445,0.18846501516385042,0.0891072610259006,1.728283116013481,1.0829553662175513,96260.01677631657,40.45094039949731,442.1013900975162,0.007931504899217233,294.9313041203334,2963.723725846328,1990.5245811059963,27.021895964709493,800.5379013244528,485.4787875293589,596.6968601043022,0.9062128952701686,10706.726124531942,36015579.621194154,43420304.21395422,11697363.787677137,28539405.3845353,16015827.278648034,46.051604394941506,51.30031448667216,0.12871011881187866,6.649513698876204,-6.201779343118655,10.366394108321387,-13.229081367929174,-2.4869716871477694,11276.202973824475,11357.740870197767,3090.2340935025927,7692.289403555253,299.5774013807222,104.13014269930176
2016,6,0.04591099390518626,14.228811147456,18.255292295831755,4.6495656734156885,-3.854598902914639,0.1457626456776771,3.7081553441500352,-3.7088362480255994,4.026481737902922,8.676047706082194,0.15827243975286667,0.08308238575981401,1.6856037779182924,0.9548968685282508,92583.59016488871,38.4565725514155,421.20164584923754,0.008473917691187518,286.409124809817,2854.671458271271,1916.0024558868802,25.067481150060015,773.5621032394045,468.0987151936876,575.0573127552963,0.8722817406964096,10305.836244232802,34665534.77273727,41798831.41677961,11258933.519789455,27461923.303794008,15422697.687566107,43.196706330434665,50.78618497997576,0.108593121962032,4.905842916214074,-39.71127178510515,9.575187996084383,-44.522232764484194,-2.556690508274063,10831.775169133194,10942.361315105343,2955.455304509199,7394.463818312868,289.15599336658056,98.99732734858652
2016,7,0.0488174505007832,15.453137643230455,19.958788835147875,4.743035917300624,-4.167002117958308,0.1536586472252746,4.012678638794347,-4.0133436645050935,4.505650881882122,9.248687109218041,0.3077963183606704,0.08741560475954686,1.1748111679568523,1.0297401496517373,94185.91959363651,38.6288230676797,423.908465837368,0.00949176871683319,293.1334445995728,2909.7923571062606,1950.047568334757,25.046527571957917,792.2970425823149,477.84371718497016,585.7104526058924,0.8878787372973806,10490.111674259722,35283830.7055311,42550609.558754824,11459791.783494731,27943917.85849185,15705133.171723014,46.038542959919084,53.180562312751334,0.1297305366611597,5.2908050739269505,-43.24348540795516,10.076411957146478,-47.63054857871201,-2.7339247036679972,10978.510004528875,11148.052740018296,2982.0851394641873,7517.497502112282,294.8015085795137,104.63964088325854
2016,8,0.048565083534632854,14.430331045328215,16.567070466559315,4.359031597716817,-1.682129406408501,0.15138646277753987,1.5300880001297232,-1.5307429721907893,2.1367400305074358,6.495772237500589,0.3966298697491679,0.08584733084307067,0.9651547959793237,1.0469813694828114,92605.257731861,37.926553641255964,415.8339728497309,0.009172981730458735,287.89566374698825,2861.890531416945,1915.8256004289713,24.70158152658988,781.4975577168788,470.35444056286826,575.4741224040704,0.872422446846563,10307.498659567644,34668061.203754686,41814265.88448734,11259840.261510808,27448432.93900575,15438393.535702903,44.55708366761552,51.65389624410601,0.10241448660035735,5.276871272800887,-12.07595279637937,9.933218059357477,-17.64004065198946,-2.597850702184257,10760.061509188356,10964.040915766667,2920.291637788566,7361.812295986782,289.61793881348336,101.59026567112276
2016,9,0.04782282726448591,13.050450334694961,13.084180027578691,4.005582678764139,0.22987556297896003,0.14781790624964175,-0.3783598024428844,0.377693534156183,0.03372773346208525,4.039310293965273,0.23558789156577306,0.08358194300050169,0.8716047672084367,0.9780874843019114,93258.44037976617,38.36395586258688,419.86399799070546,0.008263331420322744,287.88927984552544,2881.9933061393076,1928.5988773579377,24.49917284484547,788.0754839662638,473.98434571066235,579.206503226554,0.8783429446996492,10377.448170730775,34901793.12509875,42102364.14500813,11335799.362673732,27625757.146218337,15549757.15190312,40.73534844142713,49.7416918346133,0.07487833926846078,5.696774566536523,11.502667230376765,9.636623356324206,4.91684312282397,-2.7014281294204503,10833.096986818915,11048.381833357502,2943.138216539539,7389.120579457144,290.85466712936915,96.24869318184541
2016,10,0.05064019023609257,13.152921534895665,11.940851347002077,4.417763055997233,1.4848884053765965,0.15582738378201647,-1.6414588605788665,1.6407159259861797,-1.212069953332048,3.205693180852366,0.24796947134152303,0.08801778218206412,1.0540777424327235,1.0221924627610957,95212.4997130242,39.6055212255066,432.29342843053473,0.007501556737182564,290.9240719316932,2937.7723458588057,1966.5551210336766,25.915643368442517,801.7079341094801,482.76253670258467,590.4841502815218,0.895649446869032,10581.921070938133,35587922.28336601,42936360.35277032,11558694.049184565,28160964.980516527,15862867.446114056,41.98058834413009,51.24818627792254,0.09507134567882224,6.747845765754662,27.702160665016958,10.441980994593692,19.71197878829377,-3.194435412616501,11068.162828309738,11276.310456061447,3014.4517235178046,7503.881411595228,295.6116527326245,100.0716917334861
2016,11,0.04808393115564888,11.705467821885595,10.988021402970984,3.9906828014001072,1.0323127200031734,0.1481961282100181,-1.181269961504355,1.1805088482131914,-0.7174448539112689,3.2732375748689955,0.290126597868236,0.08381319495973305,1.0396800850135648,0.9675576513157564,93761.49399136128,39.22559735372292,427.85349865324616,0.006857172691816756,283.997482009694,2892.1354783133634,1937.2255802067184,28.029994592111745,785.478575703362,474.0136726339107,581.6941130792011,0.8821428548401262,10422.343357484644,35049710.89430966,42293224.47508552,11383931.160826007,27727304.29648487,15630275.878400242,39.82215120124348,52.520230144684916,0.08329536809885714,6.866476386547401,21.883186366239357,10.464494419075523,13.507905035644841,-3.2659839334311616,10927.299795817216,11116.741171968566,2977.3806738282906,7394.040732395282,290.34566800531906,99.29215310057462
2016,12,0.4653144461764947,11.549462600151307,11.518092376292003,3.7852657352916133,0.3762504783280372,0.5563943054640461,-0.933508446168991,0.9326446270475505,-0.03136966055863826,3.75389613841044,0.3202626634639422,0.08803465588975391,0.8572462745653916,1.0112024007094071,95527.08590331054,40.15363191220917,437.11099986629245,0.006415993160851816,285.7869588048184,2942.7485469504477,1971.7904080843225,29.453604511425258,797.5722377511413,481.67089870766665,591.8758566457451,0.8977696389634228,10606.97072119639,35669046.979220755,43046829.02300416,11585133.47399084,28209409.48470666,15913844.24761884,42.64722242665602,53.23331550649503,0.10437863994554673,7.573189267976129,19.94249363595964,11.755547502406337,10.274875128562627,-3.392629059700512,11138.957184297844,11325.00808310784,3039.7096918863003,7602.567687264317,294.43521683305903,103.55810584107272
